5109153	/m/0d31fl	Extremely Dangerous	1999			{}	{}	{"/m/01jfsb": "Thriller", "/m/02wtdps": "Crime Thriller"}
8550696	/m/0277kpj	Ika Hands	1988		58.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{}
11192132	/m/02r357x	Who Is Running?			105.0	{"/m/0c_v2": "Thai Language"}	{"/m/07f1x": "Thailand"}	{"/m/01jfsb": "Thriller"}
14123618	/m/03cv9_x	Madonna of the Seven Moons	1945-01-22		110.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/0lsxr": "Crime Fiction", "/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
18732149	/m/04gh25y	In Celebration	1975-03-17		131.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/07ssc": "United Kingdom"}	{"/m/02h8pkk": "Family Drama", "/m/07s9rl0": "Drama", "/m/0219x_": "Indie"}
25933465	/m/0b6kj3t	Close, Closed, Closure	2002		52.0	{"/m/0jzc": "Arabic Language", "/m/03hkp": "Hebrew Language"}	{"/m/0f8l9c": "France", "/m/03spz": "Israel"}	{"/m/0cshrf": "Political cinema", "/m/03q4nz": "World cinema", "/m/0jtdp": "Documentary"}
11293485	/m/02r6n56	Crossroads to Crime	1960-11		57.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery"}
13736327	/m/03cgnm1	Krishna Babu	1999-09-16			{"/m/09s02": "Telugu language"}	{"/m/03rk0": "India"}	{"/m/02h8pkk": "Family Drama"}
19364323	/m/04n3pfg	Population: 1	1986		180.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06n90": "Science Fiction", "/m/01j28z": "Rockumentary", "/m/05r6t": "Punk rock", "/m/01hmnh": "Fantasy", "/m/04t36": "Musical"}
33446420	/m/0h956pq	Aaj Ka Boss	2008		135.0	{"/m/03k50": "Hindi Language"}	{}	{"/m/02kdv5l": "Action", "/m/07s9rl0": "Drama"}
10705802	/m/02qms8k	El crimen de Cuenca	1980		92.0	{"/m/06nm1": "Spanish Language"}	{"/m/06mkj": "Spain"}	{"/m/07s9rl0": "Drama"}
32616273	/m/0ghdd1n	Benvenuti al sud	2011-03-05		106.0	{"/m/03cqzc": "Napoletano-Calabrese Language", "/m/064_8sq": "French Language", "/m/02bjrlw": "Italian Language"}	{"/m/03rjj": "Italy"}	{"/m/05p553": "Comedy film"}
2678295	/m/07xcys	The 13th Letter	1951-01-19		85.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02n4kr": "Mystery", "/m/0j5nm": "Whodunit", "/m/02xh1": "Film noir", "/m/09blyk": "Psychological thriller"}
80488	/m/0ktpx	Spellbound	1945-10-31	7000000	110.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01jfsb": "Thriller", "/m/06pqf08": "Therimin music", "/m/09blyk": "Psychological thriller", "/m/01g6gs": "Black-and-white", "/m/02n4kr": "Mystery", "/m/07s9rl0": "Drama", "/m/0c3351": "Suspense", "/m/060__y": "Film adaptation", "/m/02l7c8": "Romance Film", "/m/02xh1": "Film noir"}
32942981	/m/0h55nj7	Down Under	1927			{"/m/06ppq": "Silent film"}	{}	{"/m/06ppq": "Silent film"}
8212586	/m/026wcf5	Through a Blue Lens	2003-05-14		52.0	{"/m/02h40lc": "English Language"}	{"/m/0d060g": "Canada"}	{"/m/0hj3n7s": "Illnesses & Disabilities", "/m/0hj3n07": "Culture & Society", "/m/017fp": "Biography", "/m/0hj3n9r": "Law & Crime", "/m/02hmvc": "Short Film", "/m/03mqtr": "Political drama", "/m/075fzd": "Social issues", "/m/0jtdp": "Documentary"}
13268466	/m/03b_xyv	Dancing in the Dust	1989			{"/m/064_8sq": "French Language"}	{}	{"/m/01z4y": "Comedy"}
171618	/m/01716t	Pollock	2001-02-16		122.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/017fp": "Biography", "/m/0219x_": "Indie", "/m/04xvlr": "Period piece", "/m/0hj3nbk": "Marriage Drama", "/m/07s9rl0": "Drama", "/m/0hj3mws": "Biopic [feature]", "/m/068d7h": "Romantic drama", "/m/03bxz7": "Biographical film", "/m/02l7c8": "Romance Film"}
25295498	/m/09g7xkh	Celine: Through the Eyes of the World	2010-02-17		173.0	{"/m/064_8sq": "French Language", "/m/02h40lc": "English Language"}	{"/m/0d060g": "Canada"}	{"/m/04rlf": "Music", "/m/01j28z": "Rockumentary", "/m/017fp": "Biography", "/m/0d2rhq": "Concert film", "/m/0jtdp": "Documentary"}
3621799	/m/09qhz0	Platinum Blonde	1931-10-31		89.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/06qm3": "Screwball comedy", "/m/01g6gs": "Black-and-white", "/m/087lqx": "Pre-Code", "/m/01z4y": "Comedy", "/m/02l7c8": "Romance Film"}
19410949	/m/04n3pft	Came the Brawn	1938-04-16		10.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/0hqxf": "Family Film", "/m/01z4y": "Comedy", "/m/01g6gs": "Black-and-white"}
5982527	/m/0fh_xz	Like the Clouds, Like the Wind	1990-03-21		79.0	{"/m/03_9r": "Japanese Language"}	{"/m/03_3d": "Japan"}	{"/m/02p0szs": "Historical fiction", "/m/0jxy": "Anime", "/m/0gw5n2f": "Japanese Movies", "/m/01z4y": "Comedy", "/m/02h8pkk": "Family Drama"}
8689339	/m/027f1qj	The Marathon Family			92.0	{"/m/06x8y": "Serbo-Croatian", "/m/0k0sb": "Serbian language"}	{"/m/087vz": "Yugoslavia", "/m/01rhrd": "Socialist Federal Republic of Yugoslavia", "/m/077qn": "Serbia"}	{"/m/01z4y": "Comedy"}
8661478	/m/027c_vl	Book of Love	1990-10-15	1382259	86.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy"}
4152250	/m/0bly77	Band of the Hand	1986-04-11	4865912	110.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0lsxr": "Crime Fiction", "/m/01jfsb": "Thriller", "/m/0cq22f9": "Action Thrillers", "/m/03btsm8": "Action/Adventure", "/m/07s9rl0": "Drama", "/m/02wtdps": "Crime Thriller", "/m/02kdv5l": "Action"}
31213076	/m/0gbv079	Pagliacci	1936-12-11		92.0	{"/m/02bjrlw": "Italian Language", "/m/02h40lc": "English Language"}	{"/m/03rjj": "Italy", "/m/07ssc": "United Kingdom"}	{"/m/04t36": "Musical"}
34649410	/m/0j29kj1	Fishing Without Nets	2012-01		15.0	{"/m/028xxn": "Somali Language"}	{"/m/019rg5": "Kenya"}	{"/m/01jfsb": "Thriller", "/m/02hmvc": "Short Film", "/m/02kdv5l": "Action", "/m/07s9rl0": "Drama", "/m/03k9fj": "Adventure"}
4791849	/m/0cnjc0	Agent One-Half	2007			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01z4y": "Comedy"}
26220146	/m/0b74q1r	Ladies' Choice	1980		95.0	{"/m/01bkv": "Bulgarian Language"}	{"/m/015qh": "Bulgaria"}	{"/m/05p553": "Comedy film"}
2682566	/m/07xp7z	The Heart of Men	2003-04-02		100.0	{"/m/064_8sq": "French Language"}	{"/m/0f8l9c": "France"}	{"/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy"}
30742676	/m/0ft2bgq	Another Happy Day	2011-01-23		115.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0vgkd": "Black comedy", "/m/07s9rl0": "Drama"}
27484718	/m/0c01drk	Jaanam	1992			{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film"}
12090307	/m/02vphzj	The Police Tapes	1977		60.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0lsxr": "Crime Fiction", "/m/0hj3n07": "Culture & Society", "/m/01rbb": "Crime", "/m/01g6gs": "Black-and-white", "/m/0hj3n9r": "Law & Crime", "/m/0jtdp": "Documentary"}
179326	/m/018gq3	101 Dalmatians	1996-11-18	320689294	103.0	{"/m/02h40lc": "English Language", "/m/06nm1": "Spanish Language"}	{"/m/09c7w0": "United States of America"}	{"/m/03k9fj": "Adventure", "/m/0jdm8": "Remake", "/m/0bj8m2": "Children's", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy", "/m/0hqxf": "Family Film"}
8540791	/m/0277571	The Night Before Christmas	1951		49.0	{"/m/06b_j": "Russian Language"}	{"/m/06bnz": "Russia"}	{"/m/01hmnh": "Fantasy", "/m/01z4y": "Comedy", "/m/0hcr": "Animation"}
21657662	/m/05m_cgy	Dehadaka Duka	1968			{"/m/02002f": "Sinhala Language"}	{"/m/06m_5": "Sri Lanka"}	{"/m/07s9rl0": "Drama"}
1868133	/m/062dnq	Valerie and Her Week of Wonders	1970		73.0	{"/m/01wgr": "Czech Language"}	{"/m/01mk6": "Czechoslovakia", "/m/01mjq": "Czech Republic"}	{"/m/07s9rl0": "Drama", "/m/03npn": "Horror", "/m/01hmnh": "Fantasy", "/m/03q4nz": "World cinema", "/m/01xtwm": "Czechoslovak New Wave"}
7226484	/m/0kv123	All for a Girl	1912-12-14			{}	{"/m/09c7w0": "United States of America"}	{"/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white", "/m/02hmvc": "Short Film", "/m/01z4y": "Comedy", "/m/02l7c8": "Romance Film"}
23998053	/m/07kj1kg	Mr. Reckless	1948-03-26		100.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/03k9fj": "Adventure", "/m/01g6gs": "Black-and-white", "/m/01z4y": "Comedy", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film"}
2268509	/m/06_lg9	Wish You Were Here	1987-07-24		92.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/06cvj": "Romantic comedy", "/m/0219x_": "Indie", "/m/04xvlr": "Period piece", "/m/01j1n2": "Coming of age", "/m/01z4y": "Comedy", "/m/07s9rl0": "Drama", "/m/068d7h": "Romantic drama", "/m/02l7c8": "Romance Film"}
30755402	/m/0gfgjrb	CKY: THE MOVIE 2	2000			{}	{"/m/09c7w0": "United States of America"}	{"/m/05p553": "Comedy film", "/m/02kdv5l": "Action", "/m/0jtdp": "Documentary"}
3814352	/m/0b1c7m	Jealousy is My Middle Name	2002		125.0	{"/m/02hwhyv": "Korean Language"}	{"/m/06qd3": "South Korea"}	{"/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama"}
18538183	/m/04f6jb2	Big Ain't Bad	2002	12288	118.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06cvj": "Romantic comedy", "/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy"}
35408172	/m/0hp7tcy	Southwest	2012-01-29		128.0	{"/m/05zjd": "Portuguese Language"}	{"/m/015fr": "Brazil"}	{"/m/07s9rl0": "Drama"}
7299932	/m/0kv4hp	Thou Shalt Not Lie	1915-07-22			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
22209229	/m/05q44g9	Searching for Sonny	2011			{}	{"/m/09c7w0": "United States of America"}	{"/m/02n4kr": "Mystery", "/m/05p553": "Comedy film"}
3145948	/m/08vczk	The Gunfighter	1950	1950000	85.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0hfjk": "Western"}
34893369	/m/0j42_0c	The Legacy of Pretoria	1936-04-17		95.0	{"/m/04306rv": "German Language"}	{"/m/0345h": "Germany"}	{"/m/07s9rl0": "Drama"}
26696293	/m/0bmk5z6	Money Mad	1934-09		64.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/07s9rl0": "Drama"}
8470353	/m/0274mp2	Adiós, Alejandra, Andrea	1973-04-19		90.0	{"/m/06nm1": "Spanish Language"}	{"/m/06mkj": "Spain", "/m/0jgd": "Argentina"}	{"/m/07s9rl0": "Drama"}
12893923	/m/02xbb3b	Safety Worst	1915-05-01			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white", "/m/01z4y": "Comedy"}
26207234	/m/0b772k1	The Aggression	1988		122.0	{"/m/04306rv": "German Language"}	{"/m/082fr": "West Germany", "/m/0345h": "Germany"}	{}
4173326	/m/0bn33v	Once a Cop	1993		94.0	{"/m/0459q4": "Standard Cantonese", "/m/012w70": "Cantonese"}	{"/m/03h64": "Hong Kong"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/03q4nz": "World cinema", "/m/03btsm8": "Action/Adventure", "/m/04t2t": "Martial Arts Film", "/m/02kdv5l": "Action", "/m/0gw5qqq": "Chinese Movies"}
33184966	/m/0h641yz	Soundtrack	2011-10-07		132.0	{"/m/03k50": "Hindi Language", "/m/02h40lc": "English Language"}	{"/m/03rk0": "India"}	{"/m/04t36": "Musical", "/m/07s9rl0": "Drama"}
16659154	/m/03ykb8c	Rival of the Kickboxer				{}	{"/m/03h64": "Hong Kong", "/m/06qd3": "South Korea"}	{"/m/0gw5qqq": "Chinese Movies"}
28372196	/m/0crdggr	Dessinateur: Von Bismark	1896			{"/m/064_8sq": "French Language", "/m/06ppq": "Silent film"}	{"/m/0f8l9c": "France"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film"}
27199407	/m/0bwj0kr	The Wind Cannot Read	1958		115.0	{"/m/02h40lc": "English Language"}	{"/m/02jx1": "England"}	{"/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama"}
25212770	/m/09gb2r1	I Spit on Your Grave	2010-05-01	572809	108.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/03npn": "Horror"}
3145964	/m/08vczx	Yours, Mine and Ours	2005-11-23	72028752	88.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02l7c8": "Romance Film", "/m/0hqxf": "Family Film", "/m/01z4y": "Comedy"}
28006199	/m/0ch14n9	Unconstitutional: The War on Our Civil Liberties	2004-10-05		66.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/0cshrf": "Political cinema", "/m/0hj3n07": "Culture & Society", "/m/075fzd": "Social issues", "/m/0jtdp": "Documentary"}
623666	/m/02xt17	Spalding Gray: Terrors of Pleasure	1988			{}	{"/m/09c7w0": "United States of America"}	{"/m/0d2rhq": "Concert film", "/m/01z4y": "Comedy", "/m/0q00t": "Stand-up comedy"}
26003683	/m/0b6gwmf	Ee Puzhayum Kadannu	1996			{"/m/0999q": "Malayalam Language"}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film"}
9233621	/m/02813rm	Fighting for Love	2001		97.0	{"/m/0653m": "Standard Mandarin", "/m/012w70": "Cantonese"}	{"/m/03h64": "Hong Kong"}	{"/m/06cvj": "Romantic comedy", "/m/02l7c8": "Romance Film", "/m/01z4y": "Comedy", "/m/03q4nz": "World cinema", "/m/0gw5qqq": "Chinese Movies"}
1213319	/m/04htwd	Weekend at Bernie's II	1993		89.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0vgkd": "Black comedy", "/m/0hj3mz5": "Comedy of Errors", "/m/0556j8": "Buddy film", "/m/01z4y": "Comedy", "/m/09q17": "Slapstick"}
14318736	/m/03d0cxl	Somewhere in Turkey	1918-06-16		12.0	{"/m/06ppq": "Silent film", "/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white", "/m/01z4y": "Comedy"}
24471445	/m/0806r79	Morris: A Life with Bells On	2008		100.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/0l4h_": "Mockumentary", "/m/01z4y": "Comedy"}
5478340	/m/0dnmmv	Les cabinets de physique : la vie de société au 18e siècle	1964		24.0	{}	{"/m/0f8l9c": "France"}	{"/m/02hmvc": "Short Film"}
32574408	/m/0h1h20l	Jack Straw	1920-03-14			{}	{}	{"/m/05p553": "Comedy film"}
19437340	/m/04m_d_p	Raktamukhi Neela	2008		145.0	{"/m/01c7y": "Bengali Language"}	{"/m/03rk0": "India"}	{"/m/01jfsb": "Thriller"}
2900083	/m/08b5mn	The Flame of New Orleans	1941-04-06		78.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America", "/m/0f8l9c": "France"}	{"/m/04xvlr": "Period piece", "/m/01t_vv": "Comedy-drama", "/m/01g6gs": "Black-and-white"}
22362799	/m/05szgbm	A Broken Leghorn	1959-09-26		6.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film", "/m/0hqxf": "Family Film", "/m/01z4y": "Comedy", "/m/0hcr": "Animation"}
22645068	/m/05zy4_s	Man, Vrouw, Hondje	1999-05-12		88.0	{"/m/02bv9": "Dutch Language"}	{"/m/059j2": "Netherlands"}	{"/m/07s9rl0": "Drama"}
29617007	/m/0fph6n5	Parannu Parannu Parannu	1984			{}	{"/m/03rk0": "India"}	{"/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama"}
3684593	/m/09v989	Omnibus				{}	{}	{"/m/03bxz7": "Biographical film", "/m/0jtdp": "Documentary"}
3081900	/m/08q41k	1/4life	2005			{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/07s9rl0": "Drama"}
7589186	/m/0kvbzl	Boom!	1968-05-26		113.0	{"/m/02bjrlw": "Italian Language", "/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/01jfsb": "Thriller", "/m/068d7h": "Romantic drama", "/m/07s9rl0": "Drama"}
13164834	/m/02z9gr9	Il Mattatore			95.0	{"/m/02bjrlw": "Italian Language"}	{"/m/03rjj": "Italy"}	{"/m/01z4y": "Comedy", "/m/01g6gs": "Black-and-white"}
22971186	/m/064km4p	Serge Gainsbourg, vie héroïque	2010-01-20		130.0	{"/m/064_8sq": "French Language", "/m/06b_j": "Russian Language", "/m/02h40lc": "English Language"}	{"/m/0f8l9c": "France"}	{"/m/04rlf": "Music", "/m/03bxz7": "Biographical film", "/m/07s9rl0": "Drama", "/m/04t36": "Musical"}
35984240	/m/0j_64v4	Oh My God	2012-09-28			{"/m/03k50": "Hindi Language"}	{"/m/03rk0": "India"}	{"/m/05p553": "Comedy film", "/m/07s9rl0": "Drama", "/m/01z4y": "Comedy"}
24050726	/m/07k8k1s	Dreaming Out Loud	1940-09-30		81.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/05p553": "Comedy film"}
29047988	/m/0dgq6hr	The Lotus Eater	1921-11-27		70.0	{"/m/06ppq": "Silent film", "/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/06ppq": "Silent film"}
30716288	/m/0gfjm63	The Second Shot			92.0	{}	{}	{"/m/07s9rl0": "Drama"}
4910616	/m/0cts7b	Shopping	1994-06-24		105.0	{"/m/02h40lc": "English Language"}	{"/m/03_3d": "Japan", "/m/07ssc": "United Kingdom"}	{"/m/01jfsb": "Thriller", "/m/0lsxr": "Crime Fiction", "/m/06n90": "Science Fiction", "/m/0gw5n2f": "Japanese Movies", "/m/0gw5w78": "Gangster Film", "/m/07s9rl0": "Drama", "/m/02wtdps": "Crime Thriller", "/m/02kdv5l": "Action"}
28604095	/m/0czb2lh	Mickey's Mix-Up	1929-10-13		18.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/02hmvc": "Short Film"}
32849016	/m/0h3wb7w	The Glenrowan Affair	1951		70.0	{}	{}	{"/m/0lsxr": "Crime Fiction", "/m/02kdv5l": "Action", "/m/07s9rl0": "Drama"}
10809839	/m/02qqpb_	The Mother and the Whore	1973		209.0	{"/m/064_8sq": "French Language"}	{"/m/0f8l9c": "France"}	{"/m/07s9rl0": "Drama", "/m/01g6gs": "Black-and-white"}
1885499	/m/063pcg	Au hasard Balthazar	1966		95.0	{"/m/064_8sq": "French Language"}	{"/m/0f8l9c": "France", "/m/0d0vqn": "Sweden"}	{"/m/0lsxr": "Crime Fiction", "/m/07s9rl0": "Drama", "/m/02n4lw": "Art film", "/m/03q4nz": "World cinema"}
21231563	/m/04j1f84	Psycho Cop Returns	1993		87.0	{"/m/02h40lc": "English Language"}	{"/m/09c7w0": "United States of America"}	{"/m/0qdzd": "B-movie", "/m/03npn": "Horror", "/m/01585b": "Slasher"}
27169774	/m/0bwg3vt	The Woman in White	1948-05-15		109.0	{}	{"/m/09c7w0": "United States of America"}	{"/m/02n4kr": "Mystery", "/m/02l7c8": "Romance Film", "/m/07s9rl0": "Drama"}
36059985	/m/0jztqhm	Raja Muthirai	1995-02-15			{"/m/07c9s": "Tamil Language"}	{"/m/03rk0": "India"}	{}
15216646	/m/03hm5dw	Bad Movie	1997-08-02		144.0	{"/m/02hwhyv": "Korean Language"}	{"/m/06qd3": "South Korea"}	{"/m/02b5_l": "Teen", "/m/01f9r0": "Docudrama"}
9671211	/m/02pnppz	La Chica de la calle Florida	1922			{"/m/06ppq": "Silent film", "/m/06nm1": "Spanish Language"}	{"/m/0jgd": "Argentina"}	{"/m/06ppq": "Silent film", "/m/0219x_": "Indie", "/m/01g6gs": "Black-and-white"}
14774101	/m/03gxkqk	Giving You Everything			60.0	{"/m/02h40lc": "English Language"}	{"/m/07ssc": "United Kingdom"}	{"/m/0jtdp": "Documentary"}
31607487	/m/0gh6_tb	Aval	1967-06-30			{"/m/0999q": "Malayalam Language"}	{}	{}
